0.936053,0.752621,-0.545505,-0.11037,0.000639649
0.935973,0.743853,-0.542176,-0.169624,0.000658271
0.965697,0.750976,-0.593104,-0.129743,0.000955982
0.935947,0.757788,-0.547068,-0.049702,0.000274861
0.904256,0.750666,-0.49614,-0.0895834,0.00116232
1.03495,0.514123,-0.816315,0.374745,0.00183566
1.03771,0.557308,-0.805893,0.341745,0.000798461
1.01272,0.53253,-0.771748,0.382646,0.00215553
0.889363,0.639767,-0.533532,0.311461,0.00101443
0.916389,0.629998,-0.57999,0.326317,0.00123802
0.88193,0.597533,-0.536007,0.36531,0.000933114
0.853497,0.634823,-0.478646,0.310412,0.000945032
0.88999,0.667288,-0.522629,0.271418,0.00167111
0.929546,0.754858,-0.542351,0.0100366,0.000344582
0.960734,0.756813,-0.591717,-0.0107496,0.000756061
0.90629,0.32086,-0.663159,0.527855,0.00217863
0.915761,0.377512,-0.661644,0.508262,0.00196911
0.883607,0.35651,-0.618291,0.520939,0.00464116
0.893268,0.456621,-0.60128,0.477376,0.00554537
0.85772,0.468627,-0.543472,0.469798,0.0034788
0.858499,0.425168,-0.558969,0.493768,0.00124178
1.03338,0.46723,-0.82814,0.404666,0.00202307
1.05732,0.492007,-0.862286,0.363765,0.00180995
1.00476,0.440678,-0.787726,0.441396,0.000132724
1.02738,0.418562,-0.833697,0.430416,0.00176034
0.943499,0.607376,-0.631054,0.350793,0.00171753
0.951463,0.649611,-0.628579,0.296944,0.000695977
0.843437,0.178798,-0.523684,-0.636532,0.00262998
0.843516,0.226884,-0.510086,-0.632341,0.0014519
0.874042,0.208949,-0.560626,-0.637173,0.00108125
0.523961,0.327639,-0.119273,-0.391104,0.0108341
0.561549,0.364892,-0.144951,-0.401473,0.00255826
0.575905,0.332969,-0.163324,-0.440595,0.00634788
0.482975,0.315009,-0.088814,-0.355171,0.00431069
0.460505,0.336706,-0.069061,-0.306472,0.00565076
0.429522,0.292152,-0.0569746,-0.309662,0.00133254
0.497085,0.283086,-0.107186,-0.394293,0.0229957
0.523948,0.249368,-0.137109,-0.43993,0.00642873
0.480242,0.236739,-0.10665,-0.403997,0.00248227
0.384146,0.321678,-0.0236142,-0.208648,0.00471258
0.349796,0.274008,-0.0153155,-0.216892,0.00258016
0.326375,0.281837,-0.00170807,-0.164578,0.00304694
0.551476,0.398232,-0.126953,-0.35975,0.00460549
0.599653,0.403562,-0.171004,-0.409242,0.00678685
0.445438,0.361708,-0.0530222,-0.254502,0.00254177
0.495074,0.384565,-0.0848617,-0.300012,0.0039779
0.423073,0.369537,-0.0394148,-0.202188,0.00305557
0.534938,0.423234,-0.110914,-0.30778,0.00378762
0.580778,0.461574,-0.141178,-0.322989,0.00503803
0.528903,0.447906,-0.0990868,-0.26325,0.00691746
0.639371,0.4434,-0.203738,-0.413137,0.00113533
0.651317,0.41006,-0.221736,-0.45486,0.00485076
0.678404,0.479727,-0.236508,-0.417321,0.00190105
0.72233,0.492315,-0.284482,-0.445484,0.00696016
0.711986,0.522144,-0.26652,-0.40405,0.00244979
0.629779,0.473229,-0.185776,-0.371703,0.00739128
0.620649,0.497901,-0.173949,-0.327172,0.00231228
0.675176,0.440819,-0.303599,0.411543,0.00329335
0.679414,0.402182,-0.322739,0.442371,0.00114547
0.723212,0.442169,-0.363513,0.442018,0.00111998
0.679092,0.482599,-0.294374,0.376307,0.00181506
0.634107,0.442613,-0.2536,0.376661,0.00167699
0.531027,0.521154,-0.101306,0.0112094,0.000803818
0.56801,0.553518,-0.127096,-0.0100233,0.00660332
0.539323,0.5265,-0.101101,-0.0586991,0.00249761
0.516069,0.503323,-0.0956615,0.0619899,0.000302531
0.535819,0.511346,-0.115886,0.110443,0.00447899
0.487221,0.466498,-0.0842474,0.112548,0.00161871
0.481557,0.476305,-0.0696671,0.0133142,0.00530032
0.456365,0.452542,-0.052347,-0.0271139,0.000493906
0.437852,0.434711,-0.0467024,0.0236666,0.0041507
0.488893,0.359712,-0.129735,0.304619,0.00395407
0.487135,0.315266,-0.144913,0.341918,0.00133259
0.536578,0.359464,-0.176525,0.357128,0.00647635
0.454185,0.358162,-0.0980511,0.261514,0.00156525
0.389089,0.306689,-0.0642602,0.230657,0.000924025
0.408985,0.349337,-0.0641884,0.202762,0.00326049
0.505255,0.40236,-0.129663,0.276724,0.000713441
0.291375,0.291291,0.00635337,0.00290248,0.0109494
0.245161,0.244629,0.0158098,-0.00328714,0.0159248
0.28668,0.281266,0.0114653,-0.054255,0.0053981
0.877126,-0.222391,-0.759987,0.377243,0.00059794
0.898903,-0.236206,-0.795544,0.345462,0.00146896
0.916799,-0.19167,-0.812659,0.378641,0.00527739
1.04687,-0.232509,-1.02059,0.0165378,0.0035843
1.03953,-0.249551,-1.00852,-0.0350173,0.000865548
1.02108,-0.270908,-0.984471,0.0053005,0.0036887
1.15616,0.0297291,-1.15577,0.00282414,0.00103685
1.16613,0.066201,-1.16309,-0.0518501,0.000607111
1.16939,0.0925987,-1.16569,-0.00771314,0.00105003
1.04725,-0.140112,-1.01102,0.234397,0.00132856
1.01555,-0.170284,-0.965041,0.266542,0.00554358
1.03366,-0.126384,-0.987088,0.279534,0.00146484
1.07581,-0.105614,-1.05177,0.200003,0.000660271
1.1038,-0.0647149,-1.0906,0.157405,0.00281339
1.09269,-0.0553118,-1.0719,0.204792,0.00201039
1.05719,-0.149515,-1.02972,0.18701,0.00166663
1.06626,-0.158498,-1.04465,0.143201,0.00261697
1.03759,-0.192996,-1.0039,0.177595,0.00147995
1.12324,-0.0363939,-1.11719,0.110609,0.0027915
1.14224,-0.00112415,-1.14101,0.0529928,0.00264412
1.13955,0.0208572,-1.13455,0.104577,0.00449144
1.10555,-0.0866962,-1.09706,0.10582,0.00298699
1.13877,-0.0275219,-1.13841,0.00885576,0.00532236
1.11998,-0.0838134,-1.11674,0.0149185,0.0025563
1.1333,-0.0529601,-1.13151,-0.0352501,0.00207942
1.17292,0.0927935,-1.16481,-0.101703,0.000995178
1.17555,0.126469,-1.15907,-0.149953,0.000547405
1.18374,0.162746,-1.16727,-0.110638,0.000939026
1.15887,0.0299239,-1.1549,-0.091166,0.03555
0.930808,0.423654,-0.593651,-0.57836,0.00335935
0.957846,0.404332,-0.644283,-0.582137,0.00347664
0.9643,0.446449,-0.644399,-0.561522,0.00182052
1.04837,0.730719,-0.745005,-0.100485,0.00109045
1.02274,0.736963,-0.694175,-0.144961,0.00123157
1.04647,0.721682,-0.741929,-0.154306,0.00143947
